죄종별,기간별,항목,단위,1990 년,1991 년,1992 년,1993 년,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
특정범죄가중처벌등에 관한 법률,5일이내,범죄,건,1146,1098,1256,1664,,,,,,,,,,,,,,,,,
특정범죄가중처벌등에 관한 법률,10일이내,범죄,건,586,547,681,975,,,,,,,,,,,,,,,,,
특정범죄가중처벌등에 관한 법률,1개월이내,범죄,건,856,857,1058,1455,,,,,,,,,,,,,,,,,
특정범죄가중처벌등에 관한 법률,3개월이내,범죄,건,662,572,764,1283,,,,,,,,,,,,,,,,,
특정범죄가중처벌등에 관한 법률,3개월초과,범죄,건,1180,1103,1314,2510,,,,,,,,,,,,,,,,,
하천법,계,범죄,건,335,436,344,335,,,,,,,,,,,,,,,,,
하천법,1시간이내,범죄,건,21,55,27,37,,,,,,,,,,,,,,,,,
하천법,2시간이내,범죄,건,4,11,4,6,,,,,,,,,,,,,,,,,
하천법,5시간이내,범죄,건,5,4,2,2,,,,,,,,,,,,,,,,,
하천법,12시간이내,범죄,건,5,8,6,4,,,,,,,,,,,,,,,,,
하천법,24시간이내,범죄,건,23,22,16,9,,,,,,,,,,,,,,,,,
하천법,2일이내,범죄,건,11,7,9,6,,,,,,,,,,,,,,,,,
하천법,5일이내,범죄,건,24,38,29,18,,,,,,,,,,,,,,,,,
하천법,10일이내,범죄,건,27,33,35,18,,,,,,,,,,,,,,,,,
하천법,1개월이내,범죄,건,57,69,53,46,,,,,,,,,,,,,,,,,
하천법,3개월이내,범죄,건,51,66,59,52,,,,,,,,,,,,,,,,,
하천법,3개월초과,범죄,건,107,123,104,137,,,,,,,,,,,,,,,,,
향토예비군설치법,계,범죄,건,72086,71254,64476,59378,,,,,,,,,,,,,,,,,
향토예비군설치법,1시간이내,범죄,건,2586,3476,2617,2277,,,,,,,,,,,,,,,,,
향토예비군설치법,2시간이내,범죄,건,128,134,44,31,,,,,,,,,,,,,,,,,
향토예비군설치법,5시간이내,범죄,건,97,244,34,35,,,,,,,,,,,,,,,,,
향토예비군설치법,12시간이내,범죄,건,44,100,244,152,,,,,,,,,,,,,,,,,
향토예비군설치법,24시간이내,범죄,건,873,1203,925,644,,,,,,,,,,,,,,,,,
향토예비군설치법,2일이내,범죄,건,520,472,589,571,,,,,,,,,,,,,,,,,
향토예비군설치법,5일이내,범죄,건,1865,1625,1891,1976,,,,,,,,,,,,,,,,,
향토예비군설치법,10일이내,범죄,건,3426,3433,3758,3564,,,,,,,,,,,,,,,,,
향토예비군설치법,1개월이내,범죄,건,16282,15169,14611,13982,,,,,,,,,,,,,,,,,
향토예비군설치법,3개월이내,범죄,건,24121,21173,18446,16413,,,,,,,,,,,,,,,,,
향토예비군설치법,3개월초과,범죄,건,22140,24224,21317,19733,,,,,,,,,,,,,,,,,
환경보전법,계,범죄,건,4002,4425,,,,,,,,,,,,,,,,,,,
환경보전법,1시간이내,범죄,건,164,212,,,,,,,,,,,,,,,,,,,
환경보전법,2시간이내,범죄,건,16,10,,,,,,,,,,,,,,,,,,,
환경보전법,5시간이내,범죄,건,6,11,,,,,,,,,,,,,,,,,,,
환경보전법,12시간이내,범죄,건,6,19,,,,,,,,,,,,,,,,,,,
환경보전법,24시간이내,범죄,건,41,50,,,,,,,,,,,,,,,,,,,
환경보전법,2일이내,범죄,건,43,28,,,,,,,,,,,,,,,,,,,
환경보전법,5일이내,범죄,건,157,159,,,,,,,,,,,,,,,,,,,
환경보전법,10일이내,범죄,건,302,610,,,,,,,,,,,,,,,,,,,
환경보전법,1개월이내,범죄,건,779,1269,,,,,,,,,,,,,,,,,,,
환경보전법,3개월이내,범죄,건,659,712,,,,,,,,,,,,,,,,,,,
환경보전법,3개월초과,범죄,건,1828,1345,,,,,,,,,,,,,,,,,,,
수질환경보전법,계,범죄,건,,,1075,1153,,,,,,,,,,,,,,,,,
수질환경보전법,1시간이내,범죄,건,,,66,97,,,,,,,,,,,,,,,,,
수질환경보전법,2시간이내,범죄,건,,,3,3,,,,,,,,,,,,,,,,,
수질환경보전법,5시간이내,범죄,건,,,4,7,,,,,,,,,,,,,,,,,
수질환경보전법,12시간이내,범죄,건,,,1,13,,,,,,,,,,,,,,,,,
수질환경보전법,24시간이내,범죄,건,,,13,48,,,,,,,,,,,,,,,,,
수질환경보전법,2일이내,범죄,건,,,10,30,,,,,,,,,,,,,,,,,
수질환경보전법,5일이내,범죄,건,,,73,89,,,,,,,,,,,,,,,,,
수질환경보전법,10일이내,범죄,건,,,153,128,,,,,,,,,,,,,,,,,
수질환경보전법,1개월이내,범죄,건,,,275,237,,,,,,,,,,,,,,,,,
수질환경보전법,3개월이내,범죄,건,,,158,125,,,,,,,,,,,,,,,,,
수질환경보전법,3개월초과,범죄,건,,,319,376,,,,,,,,,,,,,,,,,
상표법,계,범죄,건,515,397,308,652,,,,,,,,,,,,,,,,,
상표법,1시간이내,범죄,건,38,52,31,94,,,,,,,,,,,,,,,,,
상표법,2시간이내,범죄,건,9,7,1,4,,,,,,,,,,,,,,,,,
상표법,5시간이내,범죄,건,2,6,1,4,,,,,,,,,,,,,,,,,
상표법,12시간이내,범죄,건,1,,1,7,,,,,,,,,,,,,,,,,
상표법,24시간이내,범죄,건,9,7,13,22,,,,,,,,,,,,,,,,,
상표법,2일이내,범죄,건,6,4,2,10,,,,,,,,,,,,,,,,,
상표법,5일이내,범죄,건,7,4,9,27,,,,,,,,,,,,,,,,,
상표법,10일이내,범죄,건,10,11,9,42,,,,,,,,,,,,,,,,,
상표법,1개월이내,범죄,건,40,37,31,109,,,,,,,,,,,,,,,,,
상표법,3개월이내,범죄,건,108,85,57,95,,,,,,,,,,,,,,,,,
상표법,3개월초과,범죄,건,285,184,153,238,,,,,,,,,,,,,,,,,
저작권법,계,범죄,건,1244,927,1123,2779,,,,,,,,,,,,,,,,,
저작권법,1시간이내,범죄,건,34,51,72,134,,,,,,,,,,,,,,,,,
저작권법,2시간이내,범죄,건,4,1,2,4,,,,,,,,,,,,,,,,,
저작권법,5시간이내,범죄,건,4,2,2,3,,,,,,,,,,,,,,,,,
저작권법,12시간이내,범죄,건,2,2,2,3,,,,,,,,,,,,,,,,,
저작권법,24시간이내,범죄,건,23,51,37,37,,,,,,,,,,,,,,,,,
저작권법,2일이내,범죄,건,12,5,19,30,,,,,,,,,,,,,,,,,
저작권법,5일이내,범죄,건,37,20,54,86,,,,,,,,,,,,,,,,,
저작권법,10일이내,범죄,건,39,47,43,106,,,,,,,,,,,,,,,,,
저작권법,1개월이내,범죄,건,190,123,186,346,,,,,,,,,,,,,,,,,
저작권법,3개월이내,범죄,건,212,176,248,505,,,,,,,,,,,,,,,,,
저작권법,3개월초과,범죄,건,687,449,458,1525,,,,,,,,,,,,,,,,,
유해화학물질관리법,계,범죄,건,,,1476,2019,,,,,,,,,,,,,,,,,
유해화학물질관리법,1시간이내,범죄,건,,,679,842,,,,,,,,,,,,,,,,,
유해화학물질관리법,2시간이내,범죄,건,,,93,120,,,,,,,,,,,,,,,,,
유해화학물질관리법,5시간이내,범죄,건,,,67,108,,,,,,,,,,,,,,,,,
유해화학물질관리법,12시간이내,범죄,건,,,55,69,,,,,,,,,,,,,,,,,
유해화학물질관리법,24시간이내,범죄,건,,,162,177,,,,,,,,,,,,,,,,,
유해화학물질관리법,2일이내,범죄,건,,,89,126,,,,,,,,,,,,,,,,,
유해화학물질관리법,5일이내,범죄,건,,,59,121,,,,,,,,,,,,,,,,,
유해화학물질관리법,10일이내,범죄,건,,,60,81,,,,,,,,,,,,,,,,,
유해화학물질관리법,1개월이내,범죄,건,,,52,106,,,,,,,,,,,,,,,,,
유해화학물질관리법,3개월이내,범죄,건,,,59,108,,,,,,,,,,,,,,,,,
유해화학물질관리법,3개월초과,범죄,건,,,101,161,,,,,,,,,,,,,,,,,
국가보안법,계,범죄,건,526,367,279,182,,,,,,,,,,,,,,,,,
국가보안법,1시간이내,범죄,건,30,26,34,6,,,,,,,,,,,,,,,,,
국가보안법,2시간이내,범죄,건,4,,3,,,,,,,,,,,,,,,,,,
국가보안법,5시간이내,범죄,건,6,8,2,1,,,,,,,,,,,,,,,,,
국가보안법,12시간이내,범죄,건,2,4,2,,,,,,,,,,,,,,,,,,
국가보안법,24시간이내,범죄,건,38,13,6,5,,,,,,,,,,,,,,,,,
국가보안법,2일이내,범죄,건,10,6,1,2,,,,,,,,,,,,,,,,,
국가보안법,5일이내,범죄,건,17,4,3,5,,,,,,,,,,,,,,,,,
국가보안법,10일이내,범죄,건,8,10,4,4,,,,,,,,,,,,,,,,,
국가보안법,1개월이내,범죄,건,29,18,10,9,,,,,,,,,,,,,,,,,
국가보안법,3개월이내,범죄,건,46,31,23,14,,,,,,,,,,,,,,,,,
국가보안법,3개월초과,범죄,건,336,247,191,136,,,,,,,,,,,,,,,,,
자동차관리법,계,범죄,건,11863,16115,20285,30365,,,,,,,,,,,,,,,,,
자동차관리법,1시간이내,범죄,건,395,786,810,1458,,,,,,,,,,,,,,,,,
자동차관리법,2시간이내,범죄,건,21,40,32,32,,,,,,,,,,,,,,,,,
자동차관리법,5시간이내,범죄,건,27,41,62,52,,,,,,,,,,,,,,,,,
자동차관리법,12시간이내,범죄,건,24,62,115,85,,,,,,,,,,,,,,,,,
자동차관리법,24시간이내,범죄,건,140,215,390,350,,,,,,,,,,,,,,,,,
자동차관리법,2일이내,범죄,건,113,136,109,214,,,,,,,,,,,,,,,,,
자동차관리법,5일이내,범죄,건,303,368,376,500,,,,,,,,,,,,,,,,,
자동차관리법,10일이내,범죄,건,716,616,531,869,,,,,,,,,,,,,,,,,
자동차관리법,1개월이내,범죄,건,2041,2275,2206,3871,,,,,,,,,,,,,,,,,
자동차관리법,3개월이내,범죄,건,3221,3494,4089,5293,,,,,,,,,,,,,,,,,
자동차관리법,3개월초과,범죄,건,4862,8082,11565,17641,,,,,,,,,,,,,,,,,
산업안전보건법,계,범죄,건,57,51,73,67,,,,,,,,,,,,,,,,,
산업안전보건법,1시간이내,범죄,건,8,9,15,17,,,,,,,,,,,,,,,,,
산업안전보건법,2시간이내,범죄,건,5,1,2,3,,,,,,,,,,,,,,,,,
산업안전보건법,5시간이내,범죄,건,,6,1,3,,,,,,,,,,,,,,,,,
산업안전보건법,12시간이내,범죄,건,1,1,3,,,,,,,,,,,,,,,,,,
산업안전보건법,24시간이내,범죄,건,5,4,4,,,,,,,,,,,,,,,,,,
산업안전보건법,2일이내,범죄,건,2,4,1,2,,,,,,,,,,,,,,,,,
산업안전보건법,5일이내,범죄,건,1,4,7,3,,,,,,,,,,,,,,,,,
산업안전보건법,10일이내,범죄,건,6,4,4,5,,,,,,,,,,,,,,,,,
산업안전보건법,1개월이내,범죄,건,10,7,14,12,,,,,,,,,,,,,,,,,
산업안전보건법,3개월이내,범죄,건,11,3,13,10,,,,,,,,,,,,,,,,,
산업안전보건법,3개월초과,범죄,건,8,8,9,12,,,,,,,,,,,,,,,,,
상법,계,범죄,건,18,59,46,32,,,,,,,,,,,,,,,,,
상법,1시간이내,범죄,건,1,10,5,5,,,,,,,,,,,,,,,,,
상법,2시간이내,범죄,건,,1,,,,,,,,,,,,,,,,,,,
상법,5시간이내,범죄,건,,1,,,,,,,,,,,,,,,,,,,
상법,24시간이내,범죄,건,,6,1,3,,,,,,,,,,,,,,,,,
상법,2일이내,범죄,건,1,3,,2,,,,,,,,,,,,,,,,,
상법,5일이내,범죄,건,4,2,1,1,,,,,,,,,,,,,,,,,
상법,10일이내,범죄,건,,2,3,3,,,,,,,,,,,,,,,,,
상법,1개월이내,범죄,건,2,4,3,3,,,,,,,,,,,,,,,,,
상법,3개월이내,범죄,건,3,8,5,4,,,,,,,,,,,,,,,,,
상법,3개월초과,범죄,건,7,22,28,11,,,,,,,,,,,,,,,,,
건설업법,계,범죄,건,321,262,427,487,,,,,,,,,,,,,,,,,
건설업법,1시간이내,범죄,건,7,18,31,21,,,,,,,,,,,,,,,,,
건설업법,2시간이내,범죄,건,,,3,3,,,,,,,,,,,,,,,,,
건설업법,5시간이내,범죄,건,2,1,2,,,,,,,,,,,,,,,,,,
건설업법,12시간이내,범죄,건,,4,2,4,,,,,,,,,,,,,,,,,
건설업법,24시간이내,범죄,건,17,6,3,3,,,,,,,,,,,,,,,,,
건설업법,2일이내,범죄,건,2,3,4,3,,,,,,,,,,,,,,,,,
건설업법,5일이내,범죄,건,1,2,7,4,,,,,,,,,,,,,,,,,
건설업법,10일이내,범죄,건,6,7,7,10,,,,,,,,,,,,,,,,,
건설업법,1개월이내,범죄,건,16,20,29,42,,,,,,,,,,,,,,,,,
건설업법,3개월이내,범죄,건,41,44,60,97,,,,,,,,,,,,,,,,,
건설업법,3개월초과,범죄,건,229,157,279,300,,,,,,,,,,,,,,,,,
실용신안법,계,범죄,건,106,142,157,182,,,,,,,,,,,,,,,,,
실용신안법,1시간이내,범죄,건,11,30,28,22,,,,,,,,,,,,,,,,,
실용신안법,2시간이내,범죄,건,4,1,6,5,,,,,,,,,,,,,,,,,
실용신안법,5시간이내,범죄,건,1,2,,5,,,,,,,,,,,,,,,,,
실용신안법,24시간이내,범죄,건,2,4,13,6,,,,,,,,,,,,,,,,,
실용신안법,2일이내,범죄,건,,2,5,3,,,,,,,,,,,,,,,,,
실용신안법,5일이내,범죄,건,5,9,6,3,,,,,,,,,,,,,,,,,
실용신안법,10일이내,범죄,건,2,7,5,6,,,,,,,,,,,,,,,,,
실용신안법,1개월이내,범죄,건,11,10,12,17,,,,,,,,,,,,,,,,,
실용신안법,3개월이내,범죄,건,15,21,20,17,,,,,,,,,,,,,,,,,
실용신안법,3개월초과,범죄,건,55,56,62,98,,,,,,,,,,,,,,,,,
특허법,계,범죄,건,,,33,46,,,,,,,,,,,,,,,,,
특허법,1시간이내,범죄,건,,,5,2,,,,,,,,,,,,,,,,,
특허법,5시간이내,범죄,건,,,,1,,,,,,,,,,,,,,,,,
특허법,12시간이내,범죄,건,,,2,,,,,,,,,,,,,,,,,,
특허법,24시간이내,범죄,건,,,6,,,,,,,,,,,,,,,,,,
특허법,2일이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
특허법,10일이내,범죄,건,,,,1,,,,,,,,,,,,,,,,,
특허법,1개월이내,범죄,건,,,5,4,,,,,,,,,,,,,,,,,
특허법,3개월이내,범죄,건,,,4,8,,,,,,,,,,,,,,,,,
특허법,3개월초과,범죄,건,,,10,30,,,,,,,,,,,,,,,,,
의장법,계,범죄,건,152,148,153,192,,,,,,,,,,,,,,,,,
의장법,1시간이내,범죄,건,3,8,10,10,,,,,,,,,,,,,,,,,
의장법,2시간이내,범죄,건,1,,,,,,,,,,,,,,,,,,,,
의장법,5시간이내,범죄,건,1,,,,,,,,,,,,,,,,,,,,
의장법,12시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
의장법,24시간이내,범죄,건,1,3,2,2,,,,,,,,,,,,,,,,,
의장법,2일이내,범죄,건,,,3,1,,,,,,,,,,,,,,,,,
의장법,5일이내,범죄,건,1,2,4,5,,,,,,,,,,,,,,,,,
의장법,10일이내,범죄,건,6,2,3,7,,,,,,,,,,,,,,,,,
의장법,1개월이내,범죄,건,24,26,24,18,,,,,,,,,,,,,,,,,
의장법,3개월이내,범죄,건,37,35,27,33,,,,,,,,,,,,,,,,,
의장법,3개월초과,범죄,건,78,72,79,116,,,,,,,,,,,,,,,,,
컴퓨터프로그램법,계,범죄,건,,,5,22,,,,,,,,,,,,,,,,,
컴퓨터프로그램법,1시간이내,범죄,건,,,1,4,,,,,,,,,,,,,,,,,
컴퓨터프로그램법,2시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
컴퓨터프로그램법,24시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
컴퓨터프로그램법,5일이내,범죄,건,,,1,1,,,,,,,,,,,,,,,,,
컴퓨터프로그램법,10일이내,범죄,건,,,1,1,,,,,,,,,,,,,,,,,
컴퓨터프로그램법,1개월이내,범죄,건,,,,1,,,,,,,,,,,,,,,,,
컴퓨터프로그램법,3개월이내,범죄,건,,,,4,,,,,,,,,,,,,,,,,
컴퓨터프로그램법,3개월초과,범죄,건,,,,11,,,,,,,,,,,,,,,,,
인장업단속법,계,범죄,건,133,86,99,100,,,,,,,,,,,,,,,,,
인장업단속법,1시간이내,범죄,건,16,6,12,8,,,,,,,,,,,,,,,,,
인장업단속법,2시간이내,범죄,건,1,1,,1,,,,,,,,,,,,,,,,,
인장업단속법,5시간이내,범죄,건,,2,1,2,,,,,,,,,,,,,,,,,
인장업단속법,12시간이내,범죄,건,,1,1,,,,,,,,,,,,,,,,,,
인장업단속법,24시간이내,범죄,건,4,4,4,3,,,,,,,,,,,,,,,,,
인장업단속법,2일이내,범죄,건,7,,1,2,,,,,,,,,,,,,,,,,
인장업단속법,5일이내,범죄,건,7,3,4,2,,,,,,,,,,,,,,,,,
인장업단속법,10일이내,범죄,건,6,4,3,8,,,,,,,,,,,,,,,,,
인장업단속법,1개월이내,범죄,건,18,17,12,20,,,,,,,,,,,,,,,,,
인장업단속법,3개월이내,범죄,건,33,19,12,18,,,,,,,,,,,,,,,,,
인장업단속법,3개월초과,범죄,건,41,29,49,36,,,,,,,,,,,,,,,,,
공연법,계,범죄,건,193,153,325,276,,,,,,,,,,,,,,,,,
공연법,1시간이내,범죄,건,46,44,12,13,,,,,,,,,,,,,,,,,
공연법,2시간이내,범죄,건,7,4,1,,,,,,,,,,,,,,,,,,
공연법,5시간이내,범죄,건,5,7,,,,,,,,,,,,,,,,,,,
공연법,12시간이내,범죄,건,3,1,,,,,,,,,,,,,,,,,,,
공연법,24시간이내,범죄,건,18,14,5,3,,,,,,,,,,,,,,,,,
공연법,2일이내,범죄,건,5,9,4,2,,,,,,,,,,,,,,,,,
공연법,5일이내,범죄,건,16,7,4,5,,,,,,,,,,,,,,,,,
공연법,10일이내,범죄,건,20,13,11,7,,,,,,,,,,,,,,,,,
공연법,1개월이내,범죄,건,27,20,52,31,,,,,,,,,,,,,,,,,
공연법,3개월이내,범죄,건,16,14,78,60,,,,,,,,,,,,,,,,,
공연법,3개월초과,범죄,건,30,20,158,155,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,계,범죄,건,1022,815,,,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,1시간이내,범죄,건,458,349,,,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,2시간이내,범죄,건,56,50,,,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,5시간이내,범죄,건,35,47,,,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,12시간이내,범죄,건,29,29,,,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,24시간이내,범죄,건,111,80,,,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,2일이내,범죄,건,87,61,,,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,5일이내,범죄,건,73,50,,,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,10일이내,범죄,건,19,15,,,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,1개월이내,범죄,건,49,28,,,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,3개월이내,범죄,건,31,27,,,,,,,,,,,,,,,,,,,
독물 및 극물에 관한 법률,3개월초과,범죄,건,73,79,,,,,,,,,,,,,,,,,,,
철도법,계,범죄,건,59,48,42,35,,,,,,,,,,,,,,,,,
철도법,1시간이내,범죄,건,6,10,1,6,,,,,,,,,,,,,,,,,
철도법,2시간이내,범죄,건,,,1,1,,,,,,,,,,,,,,,,,
철도법,5시간이내,범죄,건,1,1,1,,,,,,,,,,,,,,,,,,
철도법,12시간이내,범죄,건,2,,,,,,,,,,,,,,,,,,,,
철도법,24시간이내,범죄,건,2,,5,6,,,,,,,,,,,,,,,,,
철도법,2일이내,범죄,건,3,,2,3,,,,,,,,,,,,,,,,,
철도법,5일이내,범죄,건,8,4,3,4,,,,,,,,,,,,,,,,,
철도법,10일이내,범죄,건,5,3,2,2,,,,,,,,,,,,,,,,,
철도법,1개월이내,범죄,건,9,4,5,5,,,,,,,,,,,,,,,,,
철도법,3개월이내,범죄,건,11,9,8,3,,,,,,,,,,,,,,,,,
철도법,3개월초과,범죄,건,12,17,14,5,,,,,,,,,,,,,,,,,
사회보호법,계,범죄,건,68,276,5028,1747,,,,,,,,,,,,,,,,,
사회보호법,1시간이내,범죄,건,30,36,355,54,,,,,,,,,,,,,,,,,
사회보호법,2시간이내,범죄,건,4,4,18,4,,,,,,,,,,,,,,,,,
사회보호법,5시간이내,범죄,건,3,4,6,4,,,,,,,,,,,,,,,,,
사회보호법,12시간이내,범죄,건,1,1,21,3,,,,,,,,,,,,,,,,,
사회보호법,24시간이내,범죄,건,5,15,76,23,,,,,,,,,,,,,,,,,
사회보호법,2일이내,범죄,건,3,4,74,17,,,,,,,,,,,,,,,,,
사회보호법,5일이내,범죄,건,9,15,66,28,,,,,,,,,,,,,,,,,
사회보호법,10일이내,범죄,건,3,14,143,47,,,,,,,,,,,,,,,,,
사회보호법,1개월이내,범죄,건,3,16,524,214,,,,,,,,,,,,,,,,,
사회보호법,3개월이내,범죄,건,2,37,835,339,,,,,,,,,,,,,,,,,
사회보호법,3개월초과,범죄,건,5,130,2910,1014,,,,,,,,,,,,,,,,,
개항질서법,계,범죄,건,262,321,335,317,,,,,,,,,,,,,,,,,
개항질서법,1시간이내,범죄,건,36,11,18,10,,,,,,,,,,,,,,,,,
개항질서법,2시간이내,범죄,건,22,1,2,,,,,,,,,,,,,,,,,,
개항질서법,5시간이내,범죄,건,29,11,5,1,,,,,,,,,,,,,,,,,
개항질서법,12시간이내,범죄,건,12,2,6,,,,,,,,,,,,,,,,,,
개항질서법,24시간이내,범죄,건,7,9,7,11,,,,,,,,,,,,,,,,,
개항질서법,2일이내,범죄,건,4,21,9,11,,,,,,,,,,,,,,,,,
개항질서법,5일이내,범죄,건,19,30,23,22,,,,,,,,,,,,,,,,,
개항질서법,10일이내,범죄,건,28,35,38,43,,,,,,,,,,,,,,,,,
개항질서법,1개월이내,범죄,건,43,85,107,93,,,,,,,,,,,,,,,,,
개항질서법,3개월이내,범죄,건,47,77,78,68,,,,,,,,,,,,,,,,,
개항질서법,3개월초과,범죄,건,25,39,42,58,,,,,,,,,,,,,,,,,
광고물등관리법,계,범죄,건,497,709,1304,1181,,,,,,,,,,,,,,,,,
광고물등관리법,1시간이내,범죄,건,3,39,62,141,,,,,,,,,,,,,,,,,
광고물등관리법,2시간이내,범죄,건,3,1,1,,,,,,,,,,,,,,,,,,
광고물등관리법,5시간이내,범죄,건,,1,3,,,,,,,,,,,,,,,,,,
광고물등관리법,12시간이내,범죄,건,,,4,3,,,,,,,,,,,,,,,,,
광고물등관리법,24시간이내,범죄,건,2,9,10,5,,,,,,,,,,,,,,,,,
광고물등관리법,2일이내,범죄,건,2,3,17,4,,,,,,,,,,,,,,,,,
광고물등관리법,5일이내,범죄,건,24,10,33,16,,,,,,,,,,,,,,,,,
광고물등관리법,10일이내,범죄,건,35,46,62,29,,,,,,,,,,,,,,,,,
광고물등관리법,1개월이내,범죄,건,124,128,287,257,,,,,,,,,,,,,,,,,
광고물등관리법,3개월이내,범죄,건,148,180,381,377,,,,,,,,,,,,,,,,,
광고물등관리법,3개월초과,범죄,건,156,292,444,349,,,,,,,,,,,,,,,,,
공유수면관리법,계,범죄,건,146,202,127,145,,,,,,,,,,,,,,,,,
공유수면관리법,1시간이내,범죄,건,3,3,4,3,,,,,,,,,,,,,,,,,
공유수면관리법,2시간이내,범죄,건,6,1,,,,,,,,,,,,,,,,,,,
공유수면관리법,12시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
공유수면관리법,24시간이내,범죄,건,2,4,,3,,,,,,,,,,,,,,,,,
공유수면관리법,2일이내,범죄,건,,2,1,4,,,,,,,,,,,,,,,,,
공유수면관리법,5일이내,범죄,건,16,9,7,7,,,,,,,,,,,,,,,,,
공유수면관리법,10일이내,범죄,건,8,4,12,7,,,,,,,,,,,,,,,,,
공유수면관리법,1개월이내,범죄,건,35,36,28,32,,,,,,,,,,,,,,,,,
공유수면관리법,3개월이내,범죄,건,37,49,29,34,,,,,,,,,,,,,,,,,
공유수면관리법,3개월초과,범죄,건,39,94,45,55,,,,,,,,,,,,,,,,,
공유수면매립법,계,범죄,건,59,65,152,42,,,,,,,,,,,,,,,,,
공유수면매립법,1시간이내,범죄,건,2,2,3,4,,,,,,,,,,,,,,,,,
공유수면매립법,2시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
공유수면매립법,12시간이내,범죄,건,1,,,,,,,,,,,,,,,,,,,,
공유수면매립법,24시간이내,범죄,건,,2,1,,,,,,,,,,,,,,,,,,
공유수면매립법,2일이내,범죄,건,3,,1,1,,,,,,,,,,,,,,,,,
공유수면매립법,5일이내,범죄,건,7,3,3,,,,,,,,,,,,,,,,,,
공유수면매립법,10일이내,범죄,건,7,3,6,1,,,,,,,,,,,,,,,,,
공유수면매립법,1개월이내,범죄,건,12,9,16,6,,,,,,,,,,,,,,,,,
공유수면매립법,3개월이내,범죄,건,15,11,24,11,,,,,,,,,,,,,,,,,
공유수면매립법,3개월초과,범죄,건,12,35,97,19,,,,,,,,,,,,,,,,,
군복 군용물 등 장구류 단속,계,범죄,건,3,6,3,10,,,,,,,,,,,,,,,,,
군복 군용물 등 장구류 단속,1시간이내,범죄,건,,1,1,,,,,,,,,,,,,,,,,,
군복 군용물 등 장구류 단속,2시간이내,범죄,건,,1,,,,,,,,,,,,,,,,,,,
군복 군용물 등 장구류 단속,5시간이내,범죄,건,,,,1,,,,,,,,,,,,,,,,,
군복 군용물 등 장구류 단속,24시간이내,범죄,건,2,,,,,,,,,,,,,,,,,,,,
군복 군용물 등 장구류 단속,2일이내,범죄,건,,1,,,,,,,,,,,,,,,,,,,
군복 군용물 등 장구류 단속,5일이내,범죄,건,,,,2,,,,,,,,,,,,,,,,,
군복 군용물 등 장구류 단속,1개월이내,범죄,건,,1,1,1,,,,,,,,,,,,,,,,,
군복 군용물 등 장구류 단속,3개월이내,범죄,건,,1,1,2,,,,,,,,,,,,,,,,,
군복 군용물 등 장구류 단속,3개월초과,범죄,건,1,1,,4,,,,,,,,,,,,,,,,,
국토이용관리법,계,범죄,건,405,437,281,162,,,,,,,,,,,,,,,,,
국토이용관리법,1시간이내,범죄,건,4,4,6,,,,,,,,,,,,,,,,,,
국토이용관리법,12시간이내,범죄,건,1,,,,,,,,,,,,,,,,,,,,
국토이용관리법,24시간이내,범죄,건,5,6,1,6,,,,,,,,,,,,,,,,,
국토이용관리법,2일이내,범죄,건,1,5,1,1,,,,,,,,,,,,,,,,,
국토이용관리법,5일이내,범죄,건,8,2,2,5,,,,,,,,,,,,,,,,,
국토이용관리법,10일이내,범죄,건,2,4,2,1,,,,,,,,,,,,,,,,,
국토이용관리법,1개월이내,범죄,건,13,18,35,8,,,,,,,,,,,,,,,,,
국토이용관리법,3개월이내,범죄,건,42,46,30,11,,,,,,,,,,,,,,,,,
국토이용관리법,3개월초과,범죄,건,329,352,204,130,,,,,,,,,,,,,,,,,
노동조합법,계,범죄,건,13,11,6,8,,,,,,,,,,,,,,,,,
노동조합법,1시간이내,범죄,건,,,1,,,,,,,,,,,,,,,,,,
노동조합법,5시간이내,범죄,건,,1,,1,,,,,,,,,,,,,,,,,
노동조합법,24시간이내,범죄,건,1,1,,,,,,,,,,,,,,,,,,,
노동조합법,5일이내,범죄,건,,2,,1,,,,,,,,,,,,,,,,,
노동조합법,10일이내,범죄,건,1,,2,1,,,,,,,,,,,,,,,,,
